chr,start,end,bin,V5,V6,V7,V8,V9,gene_id,V11,hgnc_symbol,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,coverage,dataset,condition,target,coverage.fold
chr3,44408951,44409951,71333,+,ensembl_havana,gene,NA,NA,ENSG00000179152,20,TCAIM,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71333,TCAIM,0.08624087742,TTS,D8L4Y_8h,Total Pol II,0.6335403921224986
chr3,44431205,44432205,45966,-,ensembl_havana,gene,NA,NA,ENSG00000185219,18,ZNF445,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45966,ZNF445,0.1685957842,TTS,D8L4Y_8h,Total Pol II,1.238533772239862
chr3,44491266,44492266,18871,-,ensembl_havana,gene,NA,NA,ENSG00000178917,19,ZNF852,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18871,ZNF852,0.1274148066,TTS,D8L4Y_8h,Total Pol II,0.9360111927253665
chr3,44660291,44661291,12060,+,ensembl_havana,gene,NA,NA,ENSG00000169981,11,ZNF35,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12060,ZNF35,0.1347487032,TTS,D8L4Y_8h,Total Pol II,0.9898872648010468
chr3,44723331,44724331,11189,+,ensembl_havana,gene,NA,NA,ENSG00000196653,12,ZNF502,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11189,ZNF502,0.1255585915,TTS,D8L4Y_8h,Total Pol II,0.9223751157570101
chr3,44737161,44738161,23959,-,ensembl_havana,gene,NA,NA,ENSG00000163807,6,KIAA1143,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23959,KIAA1143,0.071237,TTS,D8L4Y_8h,Total Pol II,0.5233193151994072
chr3,44914757,44915757,60929,-,ensembl_havana,gene,NA,NA,ENSG00000163812,16,ZDHHC3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60929,ZDHHC3,0.1790345323,TTS,D8L4Y_8h,Total Pol II,1.3152186201030667
chr3,45081777,45082777,64146,-,ensembl_havana,gene,NA,NA,ENSG00000163814,8,CDCP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64146,CDCP1,0.4399892135,TTS,D8L4Y_8h,Total Pol II,3.2322368137898256
chr3,45223966,45224966,1822,-,ensembl_havana,gene,NA,NA,ENSG00000249992,2,TMEM158,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,TMEM158,0.1283629207,TTS,D8L4Y_8h,Total Pol II,0.942976202783944
chr3,45554226,45555226,166166,+,ensembl_havana,gene,NA,NA,ENSG00000011376,12,LARS2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166166,LARS2,0.1437008481,TTS,D8L4Y_8h,Total Pol II,1.0556512686001103
chr3,45744912,45745912,56357,+,ensembl_havana,gene,NA,NA,ENSG00000211456,14,SACM1L,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56357,SACM1L,0.142763225,TTS,D8L4Y_8h,Total Pol II,1.0487633272408847
chr3,45917403,45918403,77922,-,ensembl_havana,gene,NA,NA,ENSG00000163820,16,FYCO1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77922,FYCO1,0.1241208261,TTS,D8L4Y_8h,Total Pol II,0.9118130426132027
chr3,46668495,46669495,24710,-,ensembl_havana,gene,NA,NA,ENSG00000178038,17,ALS2CL,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24710,ALS2CL,0.2024520731,TTS,D8L4Y_8h,Total Pol II,1.4872479225036477
chr3,47009204,47010204,30039,+,ensembl_havana,gene,NA,NA,ENSG00000160796,18,NBEAL2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30039,NBEAL2,0.1673284487,TTS,D8L4Y_8h,Total Pol II,1.2292237065999854
chr3,47015928,47016928,147686,-,ensembl_havana,gene,NA,NA,ENSG00000181555,22,SETD2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147686,SETD2,0.1517394877,TTS,D8L4Y_8h,Total Pol II,1.1147045045674704
chr3,47227498,47228498,55454,-,ensembl_havana,gene,NA,NA,ENSG00000088727,14,KIF9,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55454,KIF9,0.1290975386,TTS,D8L4Y_8h,Total Pol II,0.9483728328548514
chr3,47346316,47347316,63900,+,ensembl_havana,gene,NA,NA,ENSG00000114648,12,KLHL18,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,KLHL18,0.1422372,TTS,D8L4Y_8h,Total Pol II,1.0448990566683205
chr3,47412935,47413935,32425,+,ensembl_havana,gene,NA,NA,ENSG00000076201,16,PTPN23,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32425,PTPN23,0.2535367443,TTS,D8L4Y_8h,Total Pol II,1.8625247470410493
chr3,47495140,47496140,18073,-,ensembl_havana,gene,NA,NA,ENSG00000163832,16,ELP6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18073,ELP6,0.1331965841,TTS,D8L4Y_8h,Total Pol II,0.9784851296111888
chr3,47561738,47562738,18555,-,ensembl_havana,gene,NA,NA,ENSG00000114646,10,CSPG5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18555,CSPG5,0.041945155,TTS,D8L4Y_8h,Total Pol II,0.30813635878171447
chr3,47584769,47585769,196838,-,ensembl_havana,gene,NA,NA,ENSG00000173473,11,SMARCC1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196838,SMARCC1,0.1626398804,TTS,D8L4Y_8h,Total Pol II,1.194780673456792
chr3,47849695,47850695,47287,+,ensembl_havana,gene,NA,NA,ENSG00000132153,15,DHX30,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47287,DHX30,0.5123546816,TTS,D8L4Y_8h,Total Pol II,3.763846050705706
chr3,47850190,47851190,238583,-,ensembl_havana,gene,NA,NA,ENSG00000047849,22,MAP4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238583,MAP4,0.620225442,TTS,D8L4Y_8h,Total Pol II,4.556283301889323
chr3,48156646,48157646,31272,-,ensembl_havana,gene,NA,NA,ENSG00000164045,12,CDC25A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31272,CDC25A,0.248554927,TTS,D8L4Y_8h,Total Pol II,1.8259274560562444
chr3,48290222,48291222,10964,-,ensembl_havana,gene,NA,NA,ENSG00000172113,10,NME6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10964,NME6,0.1350430263,TTS,D8L4Y_8h,Total Pol II,0.9920494131669154
chr3,48298753,48299753,58154,+,ensembl_havana,gene,NA,NA,ENSG00000164048,14,ZNF589,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58154,ZNF589,0.1258508878,TTS,D8L4Y_8h,Total Pol II,0.9245223748997494
chr3,48403354,48404354,26233,-,ensembl_havana,gene,NA,NA,ENSG00000164050,13,PLXNB1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26233,PLXNB1,0.1145108512,TTS,D8L4Y_8h,Total Pol II,0.8412165059292955
chr3,48431664,48432664,8293,-,ensembl_havana,gene,NA,NA,ENSG00000164051,14,CCDC51,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8293,CCDC51,0.1830029718,TTS,D8L4Y_8h,Total Pol II,1.3443714626083698
chr3,48443708,48444708,3952,+,ensembl_havana,gene,NA,NA,ENSG00000232112,3,TMA7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3952,TMA7,0.5017891882,TTS,D8L4Y_8h,Total Pol II,3.686230109960982
chr3,48467298,48468298,37029,-,ensembl_havana,gene,NA,NA,ENSG00000164054,17,SHISA5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37029,SHISA5,0.419885253,TTS,D8L4Y_8h,Total Pol II,3.0845496450200023
chr3,48563573,48564573,31257,-,ensembl_havana,gene,NA,NA,ENSG00000114270,18,COL7A1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31257,COL7A1,0.1727851296,TTS,D8L4Y_8h,Total Pol II,1.2693094276697903
chr3,48620259,48621259,1011,-,ensembl_havana,gene,NA,NA,ENSG00000183396,4,TMEM89,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,TMEM89,0.1405994695,TTS,D8L4Y_8h,Total Pol II,1.032868005336271
chr3,48625223,48626223,9771,-,ensembl_havana,gene,NA,NA,ENSG00000225697,13,SLC26A6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9771,SLC26A6,0.1760061239,TTS,D8L4Y_8h,Total Pol II,1.292971408541208
chr3,48635963,48636963,26424,-,ensembl_havana,gene,NA,NA,ENSG00000008300,17,CELSR3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26424,CELSR3,0.144502388,TTS,D8L4Y_8h,Total Pol II,1.0615395192503763
chr3,48673344,48674344,12521,-,ensembl_havana,gene,NA,NA,ENSG00000213672,8,NCKIPSD,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12521,NCKIPSD,0.1674171076,TTS,D8L4Y_8h,Total Pol II,1.2298750102039318
chr3,48744097,48745097,103278,-,ensembl_havana,gene,NA,NA,ENSG00000114302,17,PRKAR2A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103278,PRKAR2A,0.1107480947,TTS,D8L4Y_8h,Total Pol II,0.8135746462939639
chr3,48856426,48857426,41979,-,ensembl_havana,gene,NA,NA,ENSG00000178537,10,SLC25A20,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41979,SLC25A20,0.1041961844,TTS,D8L4Y_8h,Total Pol II,0.7654431807431414
chr3,48985882,48986882,67562,+,ensembl_havana,gene,NA,NA,ENSG00000177479,20,ARIH2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67562,ARIH2,0.2297253933,TTS,D8L4Y_8h,Total Pol II,1.687602446841817
chr3,49014988,49015988,6806,-,ensembl_havana,gene,NA,NA,ENSG00000178149,17,DALRD3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6806,DALRD3,0.5167955753,TTS,D8L4Y_8h,Total Pol II,3.7964696234271478
chr3,49022995,49023995,3037,+,ensembl_havana,gene,NA,NA,ENSG00000178057,15,NDUFAF3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037,NDUFAF3,0.56818024,TTS,D8L4Y_8h,Total Pol II,4.173950252068938
chr3,49095432,49096432,9199,-,ensembl_havana,gene,NA,NA,ENSG00000172053,18,QARS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9199,QARS1,0.3214471929,TTS,D8L4Y_8h,Total Pol II,2.361406640667066
chr3,49107546,49108546,12893,-,ensembl_havana,gene,NA,NA,ENSG00000172046,21,USP19,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12893,USP19,0.2072344193,TTS,D8L4Y_8h,Total Pol II,1.522379864309598
chr3,49120614,49121614,12005,-,ensembl_havana,gene,NA,NA,ENSG00000172037,14,LAMB2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12005,LAMB2,1.087169223,TTS,D8L4Y_8h,Total Pol II,7.9865330275872335
chr3,49162035,49163035,3797,-,ensembl_havana,gene,NA,NA,ENSG00000177352,10,CCDC71,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797,CCDC71,0.4526382298,TTS,D8L4Y_8h,Total Pol II,3.3251586738914884
chr3,49175986,49176986,4889,+,ensembl_havana,gene,NA,NA,ENSG00000185909,15,KLHDC8B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4889,KLHDC8B,0.1183645714,TTS,D8L4Y_8h,Total Pol II,0.8695266006277546
chr3,49415976,49416976,4265,+,ensembl_havana,gene,NA,NA,ENSG00000145022,5,TCTA,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4265,TCTA,0.2992000741,TTS,D8L4Y_8h,Total Pol II,2.197975460584021
chr3,49535118,49536118,66906,+,ensembl_havana,gene,NA,NA,ENSG00000173402,13,DAG1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66906,DAG1,0.2023631247,TTS,D8L4Y_8h,Total Pol II,1.4865944921826617
chr3,49671049,49672049,117073,+,ensembl_havana,gene,NA,NA,ENSG00000164061,5,BSN,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117073,BSN,0,TTS,D8L4Y_8h,Total Pol II,0
chr3,49723794,49724794,62249,-,ensembl_havana,gene,NA,NA,ENSG00000176095,12,IP6K1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62249,IP6K1,0.963663705,TTS,D8L4Y_8h,Total Pol II,7.079240144631633
chr3,49804530,49805530,1770,+,ensembl_havana,gene,NA,NA,ENSG00000185614,7,INKA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,INKA1,0.0544370963,TTS,D8L4Y_8h,Total Pol II,0.39990431878321925
chr3,49828101,49829101,27974,-,ensembl_havana,gene,NA,NA,ENSG00000183763,9,TRAIP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27974,TRAIP,0.111503435,TTS,D8L4Y_8h,Total Pol II,0.8191235066971043
chr3,49886402,49887402,16972,-,ensembl_havana,gene,NA,NA,ENSG00000164078,15,MST1R,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16972,MST1R,0.3481361496,TTS,D8L4Y_8h,Total Pol II,2.557468329727956
chr3,49906660,49907660,23014,-,ensembl_havana,gene,NA,NA,ENSG00000164077,15,MON1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23014,MON1A,0.1086295146,TTS,D8L4Y_8h,Total Pol II,0.7980111906862448
chr3,50188575,50189575,34031,+,ensembl_havana,gene,NA,NA,ENSG00000001617,12,SEMA3F,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34031,SEMA3F,0.2387819079,TTS,D8L4Y_8h,Total Pol II,1.7541331684972128
chr3,50220986,50221986,16241,+,ensembl_havana,gene,NA,NA,ENSG00000188338,15,SLC38A3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16241,SLC38A3,0.128713417,TTS,D8L4Y_8h,Total Pol II,0.9455510091864585
chr3,50258862,50259862,33071,+,ensembl_havana,gene,NA,NA,ENSG00000114353,17,GNAI2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33071,GNAI2,0.3481083083,TTS,D8L4Y_8h,Total Pol II,2.5572638027258328
chr3,50277046,50278046,9989,+,ensembl_havana,gene,NA,NA,ENSG00000012171,20,SEMA3B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9989,SEMA3B,0.1975419148,TTS,D8L4Y_8h,Total Pol II,1.4511770509189839
chr3,50287614,50288614,9028,+,ensembl_havana,gene,NA,NA,ENSG00000179564,4,LSMEM2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9028,LSMEM2,0.1620616235,TTS,D8L4Y_8h,Total Pol II,1.190532698318629
chr3,50299390,50300390,12492,-,ensembl_havana,gene,NA,NA,ENSG00000114378,17,HYAL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12492,HYAL1,0.3956538394,TTS,D8L4Y_8h,Total Pol II,2.9065414923540334
chr3,50329282,50330282,11199,-,ensembl_havana,gene,NA,NA,ENSG00000068028,18,RASSF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11199,RASSF1,0.2909972075,TTS,D8L4Y_8h,Total Pol II,2.1377157846882917
chr3,50340610,50341610,4623,-,ensembl_havana,gene,NA,NA,ENSG00000004838,14,ZMYND10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4623,ZMYND10,1.069745514,TTS,D8L4Y_8h,Total Pol II,7.858535449613516
chr3,50346830,50347830,3497,-,ensembl_havana,gene,NA,NA,ENSG00000114388,14,NPRL2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3497,NPRL2,0.1844492768,TTS,D8L4Y_8h,Total Pol II,1.3549962691298332
chr3,50354250,50355250,4772,-,ensembl_havana,gene,NA,NA,ENSG00000126062,4,TMEM115,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4772,TMEM115,0.2819497119,TTS,D8L4Y_8h,Total Pol II,2.071251318165815
chr3,50362113,50363113,141632,-,ensembl_havana,gene,NA,NA,ENSG00000007402,12,CACNA2D2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141632,CACNA2D2,0.1612279929,TTS,D8L4Y_8h,Total Pol II,1.1844087038393378
chr3,50557525,50558525,13003,-,ensembl_havana,gene,NA,NA,ENSG00000088543,15,C3orf18,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13003,C3orf18,0.1559655298,TTS,D8L4Y_8h,Total Pol II,1.1457497402985632
chr3,50595668,50596668,27017,+,ensembl_havana,gene,NA,NA,ENSG00000114735,10,HEMK1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27017,HEMK1,0.09940705385,TTS,D8L4Y_8h,Total Pol II,0.7302613999294272
chr3,50605989,50606989,5286,-,ensembl_havana,gene,NA,NA,ENSG00000114737,16,CISH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5286,CISH,0.135102293,TTS,D8L4Y_8h,Total Pol II,0.992484796589268
chr3,50648791,50649791,37772,+,ensembl_havana,gene,NA,NA,ENSG00000114738,11,MAPKAPK3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37772,MAPKAPK3,0.1628095237,TTS,D8L4Y_8h,Total Pol II,1.19602690246116
chr3,51383698,51384698,709272,+,ensembl_havana,gene,NA,NA,ENSG00000088538,13,DOCK3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709272,DOCK3,0.3709327197,TTS,D8L4Y_8h,Total Pol II,2.724935874032563
chr3,51388897,51389897,4107,+,ensembl_havana,gene,NA,NA,ENSG00000145050,19,MANF,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4107,MANF,0.3989733497,TTS,D8L4Y_8h,Total Pol II,2.930927188789781
chr3,51395367,51396367,104149,-,ensembl_havana,gene,NA,NA,ENSG00000145041,17,DCAF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104149,DCAF1,0.3678603435,TTS,D8L4Y_8h,Total Pol II,2.702365667412142
chr3,51397408,51398408,6624,+,havana,gene,NA,NA,ENSG00000259956,2,RBM15B,havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6624,RBM15B,0.26264876,TTS,D8L4Y_8h,Total Pol II,1.9294631893703198
chr3,51932929,51933929,8476,-,ensembl_havana,gene,NA,NA,ENSG00000114767,7,RRP9,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8476,RRP9,0.1033254564,TTS,D8L4Y_8h,Total Pol II,0.759046662351225
chr3,51948367,51949367,6523,+,ensembl_havana,gene,NA,NA,ENSG00000041880,15,PARP3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6523,PARP3,0.09052396389,TTS,D8L4Y_8h,Total Pol II,0.6650046856556379
chr3,51956999,51957999,2119,+,ensembl_havana,gene,NA,NA,ENSG00000180929,6,GPR62,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119,GPR62,0.1071436043,TTS,D8L4Y_8h,Total Pol II,0.7870954367852699
chr3,51993022,51994022,2374,-,ensembl_havana,gene,NA,NA,ENSG00000162244,12,RPL29,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2374,RPL29,0.6304794148,TTS,D8L4Y_8h,Total Pol II,4.631610758460618
chr3,52048419,52049419,7653,-,ensembl_havana,gene,NA,NA,ENSG00000164086,10,DUSP7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7653,DUSP7,0.2493854523,TTS,D8L4Y_8h,Total Pol II,1.8320286384649895
chr3,52074726,52075726,79465,-,ensembl_havana,gene,NA,NA,ENSG00000164087,8,POC1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79465,POC1A,0.117097902,TTS,D8L4Y_8h,Total Pol II,0.8602214282736121
chr3,52213827,52214827,16242,+,ensembl_havana,gene,NA,NA,ENSG00000023330,15,ALAS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16242,ALAS1,0.1570422875,TTS,D8L4Y_8h,Total Pol II,1.1536597884785775
chr3,52250099,52251099,4841,+,ensembl_havana,gene,NA,NA,ENSG00000164088,18,PPM1M,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4841,PPM1M,0.3702171418,TTS,D8L4Y_8h,Total Pol II,2.7196791150926884
chr3,52253934,52254934,33587,-,ensembl_havana,gene,NA,NA,ENSG00000164091,12,WDR82,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33587,WDR82,0.26595099,TTS,D8L4Y_8h,Total Pol II,1.9537219417353962
chr3,52294757,52295757,8169,+,ensembl_havana,gene,NA,NA,ENSG00000168237,18,GLYCTK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8169,GLYCTK,0.1343405204,TTS,D8L4Y_8h,Total Pol II,0.9868886833985149
chr3,52400508,52401508,9001,-,ensembl_havana,gene,NA,NA,ENSG00000163930,10,BAP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9001,BAP1,0.2700425818,TTS,D8L4Y_8h,Total Pol II,1.9837794823231738
chr3,52423141,52424141,12982,+,ensembl_havana,gene,NA,NA,ENSG00000010318,22,PHF7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12982,PHF7,0.1102780689,TTS,D8L4Y_8h,Total Pol II,0.81012175552397
chr3,52432535,52433535,12069,-,ensembl_havana,gene,NA,NA,ENSG00000010319,7,SEMA3G,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12069,SEMA3G,0.07466598571,TTS,D8L4Y_8h,Total Pol II,0.5485092369196615
chr3,52492568,52493568,37951,+,ensembl_havana,gene,NA,NA,ENSG00000010322,16,NISCH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37951,NISCH,0.1826348819,TTS,D8L4Y_8h,Total Pol II,1.3416674105792301
chr3,52544852,52545852,140566,-,ensembl_havana,gene,NA,NA,ENSG00000163939,19,PBRM1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140566,PBRM1,0.1629672069,TTS,D8L4Y_8h,Total Pol II,1.1971852705036445
chr3,52578737,52579737,45225,+,ensembl_havana,gene,NA,NA,ENSG00000168273,8,UQCC5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45225,UQCC5,0.07176310323,TTS,D8L4Y_8h,Total Pol II,0.5271841604630736
chr3,52693986,52694986,11547,-,ensembl_havana,gene,NA,NA,ENSG00000016864,19,GLT8D1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11547,GLT8D1,0.3320425271,TTS,D8L4Y_8h,Total Pol II,2.439241797086523
chr3,52707944,52708944,62503,-,ensembl_havana,gene,NA,NA,ENSG00000114904,13,NEK4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62503,NEK4,0.1887295084,TTS,D8L4Y_8h,Total Pol II,1.3864395902944928
chr3,52710648,52711648,6194,+,ensembl_havana,gene,NA,NA,ENSG00000114902,14,SPCS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,SPCS1,0.1447716379,TTS,D8L4Y_8h,Total Pol II,1.0635174755551828
chr3,53224212,53225212,31341,-,ensembl_havana,gene,NA,NA,ENSG00000163931,17,TKT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31341,TKT,0.2993693782,TTS,D8L4Y_8h,Total Pol II,2.199219197766559
chr3,53282929,53283929,64158,-,ensembl_havana,gene,NA,NA,ENSG00000272886,6,DCP1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64158,DCP1A,0.1094157767,TTS,D8L4Y_8h,Total Pol II,0.8037872079769679
