,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TIME_IN_AUXIN_HRS,TotalNumberCells,RFP_Intensity,GFP_Intensity,RFP_Intensity_BGS,GFP_Intensity_BGS,RFP_Intensity_FC,GFP_Intensity_FC
125,241029_mACmChPOLR2A_ActivePolII,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1064,322.44920475127026,360.00727142818323,132.85659645746358,115.46466410452942,0.6054310941556494,0.19926651709460028
126,241029_mACmChPOLR2A_ActivePolII,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,1633,325.9695220812161,525.5070515694002,136.37691378740942,280.96444424574645,0.6214732751965177,0.48488259734238176
129,241029_mACmChPOLR2A_ActivePolII,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1412,319.2966378296689,356.80691882671147,129.70402953586222,112.26431150305766,0.5910647616464834,0.1937434151021795
130,241029_mACmChPOLR2A_ActivePolII,I16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1177,324.11446237129223,355.44060083074953,134.52185407748556,110.89799350709572,0.6130197180540776,0.19138545190702802
131,241029_mACmChPOLR2A_ActivePolII,I17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1196,325.9667083949911,501.1464613244507,136.3741001011844,256.6038540007969,0.6214604531524849,0.44284159709242416
132,241029_mACmChPOLR2A_ActivePolII,I18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,970,325.20632385748667,356.35288180587673,135.61371556368,111.81027448222292,0.6179953603020315,0.19295984744989897
133,241029_mACmChPOLR2A_ActivePolII,I19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,961,337.0948425671376,514.4844841041419,147.50223427333094,269.9418767804881,0.672171660780859,0.4658600795420106
134,241029_mACmChPOLR2A_ActivePolII,I20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,841,332.9755448617776,358.9380239275925,143.38293656797094,114.39541660393868,0.6533999100104151,0.1974212319850196
135,241029_mACmChPOLR2A_ActivePolII,I21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,806,334.5076034361867,517.7307929374657,144.91499514238,273.1881856138119,0.6603815422646478,0.47146249184404837
138,241029_mACmChPOLR2A_ActivePolII,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1222,329.09383531848346,281.8885311037737,139.50122702467678,37.345923780119875,0.6357108549039684,0.06445081893286321
139,241029_mACmChPOLR2A_ActivePolII,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1208,323.1873136848146,522.3865648048713,133.59470539100795,277.84395748121756,0.6087946764779235,0.47949732615114915
140,241029_mACmChPOLR2A_ActivePolII,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1308,326.4853104744418,279.7744887911648,136.89270218063513,35.23188146751099,0.623823736818974,0.06080244865533116
141,241029_mACmChPOLR2A_ActivePolII,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1774,317.60396081451404,509.8950348769213,128.01135252070736,265.3524275532675,0.5833511868247361,0.4579397034686619
142,241029_mACmChPOLR2A_ActivePolII,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1764,330.0972741086835,281.29629930871107,140.50466581487683,36.75369198505726,0.6402835525408791,0.06342875761193843
143,241029_mACmChPOLR2A_ActivePolII,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1782,319.16252508243724,509.07742525942194,129.56991678863056,264.53481793576816,0.5904536062393623,0.45652868978680816
144,241029_mACmChPOLR2A_ActivePolII,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1116,337.06177917635256,283.1807360115847,147.46917088254588,38.6381286879309,0.6720209900170938,0.06668087930110665
145,241029_mACmChPOLR2A_ActivePolII,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1775,317.60997608917086,507.3186356865801,128.01736779536418,262.77602836292624,0.5833785985936225,0.4534934073027641
148,241029_mACmChPOLR2A_ActivePolII,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1627,335.87536217289426,282.09633755509196,146.28275387908758,37.55373023143815,0.6666144557261254,0.06480944698678016
149,241029_mACmChPOLR2A_ActivePolII,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1391,321.42384478629026,508.0355672949809,131.83123649248358,263.4929599713271,0.6007585011338946,0.4547306729693557
150,241029_mACmChPOLR2A_ActivePolII,J16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1064,338.5988750255105,279.70221200390745,149.00626673170382,35.159604680253636,0.6790255772682489,0.06067771487833319
151,241029_mACmChPOLR2A_ActivePolII,J17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1290,317.3835785597351,495.3110368569972,127.79097026592842,250.76842953334338,0.5823468989444123,0.432770942850141
152,241029_mACmChPOLR2A_ActivePolII,J18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1060,336.2674486629829,281.5737332656722,146.6748403691762,37.031125942018406,0.668401204438855,0.06390754736771491
153,241029_mACmChPOLR2A_ActivePolII,J19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1079,329.5250933881655,382.10712274474105,139.9324850943588,137.56451542108724,0.6376761095616447,0.2374059810969577
154,241029_mACmChPOLR2A_ActivePolII,J20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,867,345.9739437022682,284.5723276987628,156.3813354084615,40.02972037510901,0.712633964186937,0.06908245930718318
155,241029_mACmChPOLR2A_ActivePolII,J21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,592,331.07728936052575,506.46979252083526,141.48468106671908,261.9271851971814,0.6447495084815917,0.45202849141261436
158,241029_mACmChPOLR2A_ActivePolII,K04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1294,333.5083531624815,293.2510350831503,143.91574486867484,48.708427759496516,0.6558279318103988,0.08405999210288329
159,241029_mACmChPOLR2A_ActivePolII,K05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,970,314.1225439903621,513.4503767458355,124.52993569655541,268.9077694221817,0.5674862764381974,0.4640754385595099
160,241029_mACmChPOLR2A_ActivePolII,K06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1527,327.6090786578933,289.20304810191595,138.01647036408662,44.66044077826214,0.6289447787470815,0.07707406031803331
161,241029_mACmChPOLR2A_ActivePolII,K07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1354,318.15619369342625,520.5484508407745,128.56358539961957,276.00584351712075,0.5858677269516359,0.47632514728162995
162,241029_mACmChPOLR2A_ActivePolII,K08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1688,328.95884646961827,291.148838442539,139.3662381758116,46.60623111888518,0.6350957070780686,0.08043206483984318
163,241029_mACmChPOLR2A_ActivePolII,K09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1426,320.14166491523093,512.1602230621354,130.54905662142426,267.6176157384816,0.5949155728718544,0.46184891815119744
164,241029_mACmChPOLR2A_ActivePolII,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1330,334.59738282676614,289.46758431223753,145.00477453295946,44.92497698858372,0.660790669369515,0.07753059141077061
165,241029_mACmChPOLR2A_ActivePolII,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1473,320.01313314649104,523.8065307853916,130.42052485268437,279.2639234617378,0.5943298501342794,0.4819478739228461
168,241029_mACmChPOLR2A_ActivePolII,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1357,329.4892420873949,284.1894825718455,139.89663379358825,39.64687524819166,0.6375127342168655,0.06842175314552669
169,241029_mACmChPOLR2A_ActivePolII,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1454,325.3829424527866,480.5984035138226,135.79033415897993,236.05579619016876,0.6188002160054885,0.40738018606475596
170,241029_mACmChPOLR2A_ActivePolII,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1143,331.19731611533155,287.09049751136075,141.60470782152487,42.54789018770694,0.6452964736412276,0.0734282644234124
171,241029_mACmChPOLR2A_ActivePolII,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1117,324.59728145529795,516.447484934089,135.00467316149127,271.90487761043516,0.6152199376449987,0.4692477855685335
172,241029_mACmChPOLR2A_ActivePolII,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1489,326.828476580289,281.4752276652271,137.23586828648234,36.93262034157331,0.6253875540209803,0.06373754845014792
173,241029_mACmChPOLR2A_ActivePolII,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,930,324.0401624136495,505.0911973553976,134.44755411984283,260.54859003174374,0.612681131142695,0.44964934053359285
174,241029_mACmChPOLR2A_ActivePolII,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,886,340.5042168176032,290.5085234338765,150.91160852379653,45.96591611022271,0.6877082712156021,0.07932702250841563
175,241029_mACmChPOLR2A_ActivePolII,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,875,341.09037831842164,520.2126974443922,151.49777002461497,275.67009012073845,0.6903794249878278,0.47574571104961344
178,241029_mACmChPOLR2A_ActivePolII,L04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1093,314.2962552460086,300.97924020219233,124.70364695220195,56.43663287853852,0.5682778833164219,0.09739716784757721
179,241029_mACmChPOLR2A_ActivePolII,L05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1199,318.38748943089513,440.0221021581613,128.79488113708845,195.4794948345075,0.586921747866993,0.3373544486633655
180,241029_mACmChPOLR2A_ActivePolII,L06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1020,328.1578111951505,316.62224504085276,138.5652029013438,72.07963771719895,0.63144536772263,0.1243935404198122
181,241029_mACmChPOLR2A_ActivePolII,L08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1444,326.17886670844393,306.56062074989256,136.58625841463726,62.01801342623875,0.6224272643103268,0.10702939837407774
182,241029_mACmChPOLR2A_ActivePolII,L09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1299,336.6174698469162,527.1125265451199,147.02486155310953,282.5699192214661,0.6699962604166306,0.4876532926817331
183,241029_mACmChPOLR2A_ActivePolII,L10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1073,324.3066881974296,307.1420641442317,134.71407990362292,62.5994568205779,0.6138956963295001,0.10803284129729739
184,241029_mACmChPOLR2A_ActivePolII,L11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1040,314.9001731686382,505.4339922007992,125.30756487483154,260.89138487714536,0.5710299535818596,0.45024092875195304
187,241029_mACmChPOLR2A_ActivePolII,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1535,325.2295767174439,306.0035701711924,135.6369684236372,61.46096284753858,0.6181013242121535,0.10606805206502318
188,241029_mACmChPOLR2A_ActivePolII,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1236,320.3179078987741,509.1383878609261,130.7252996049674,264.5957805372723,0.5957187169024027,0.45663389777722635
189,241029_mACmChPOLR2A_ActivePolII,L16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,834,325.76537533984236,305.39002310938963,136.1727670460357,60.84741578573582,0.62054297298877,0.10500920529984849
190,241029_mACmChPOLR2A_ActivePolII,L17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,825,316.4024158451897,485.53508562252875,126.80980755138302,240.99247829887494,0.577875713985206,0.41589980942688304
191,241029_mACmChPOLR2A_ActivePolII,L18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1128,321.53911238349957,302.9803112190045,131.9465040896929,58.437703895350666,0.6012837786839745,0.10085057461120946
192,241029_mACmChPOLR2A_ActivePolII,L19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1179,322.28509161715084,513.9172488324045,132.69248332334416,269.37464150875076,0.6046832261761544,0.4648811567014264
193,241029_mACmChPOLR2A_ActivePolII,L20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,766,336.40556589678084,314.59048644659094,146.81295760297417,70.04787912293713,0.6690306083992885,0.12088717367293408
194,241029_mACmChPOLR2A_ActivePolII,L21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,819,324.8556826705127,524.2628220918012,135.26307437670602,279.72021476814746,0.6163974789536736,0.48273533197431095
197,241029_mACmChPOLR2A_ActivePolII,M04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,1097,319.3866670804683,365.7857489161655,129.79405878666165,121.2431415925117,0.5914750273711135,0.20923889342349494
198,241029_mACmChPOLR2A_ActivePolII,M06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,1123,320.9734995865934,363.2362178519291,131.3808912927867,118.69361052827529,0.5987062659098235,0.20483896571110877
199,241029_mACmChPOLR2A_ActivePolII,M07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1026,316.460871433576,460.75546837107504,126.86826313976934,216.21286104742123,0.5781420976784506,0.37313566107960733
200,241029_mACmChPOLR2A_ActivePolII,M08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1357,325.4369277686007,358.5018107144248,135.84431947479402,113.95920339077097,0.619046228546026,0.19666842428949913
201,241029_mACmChPOLR2A_ActivePolII,M09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,1170,321.9303619303744,506.14831367995674,132.3377536365677,261.6057063563029,0.6030667134239003,0.4514736899117545
202,241029_mACmChPOLR2A_ActivePolII,M10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,934,324.5498363860283,359.58387698269655,134.9572280922216,115.04126965904274,0.6150037291844017,0.19853583176187412
203,241029_mACmChPOLR2A_ActivePolII,M11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,1125,326.75468712539697,517.8284674811442,137.1620788315903,273.28586015749045,0.6250512934844045,0.47163105654112314
206,241029_mACmChPOLR2A_ActivePolII,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,752,332.4504496248772,369.0960892836874,142.85784133107052,124.55348196003357,0.6510070368502605,0.21495181001619879
207,241029_mACmChPOLR2A_ActivePolII,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1218,316.5479966663215,504.78796796116023,126.95538837251485,260.24536063750645,0.5785391297144667,0.44912603354838676
208,241029_mACmChPOLR2A_ActivePolII,M16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,984,323.2807950933364,367.5540987828574,133.68818679952972,123.0114914592036,0.6092206737784239,0.21229067486393108
209,241029_mACmChPOLR2A_ActivePolII,M17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,768,317.4682164602172,505.3241977101551,127.87560816641053,260.7815903865013,0.5827325961402029,0.45005144770234806
210,241029_mACmChPOLR2A_ActivePolII,M18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,989,340.02277591250544,373.26399484629457,150.43016761869876,128.72138752264075,0.6855143320231439,0.22214469479597934
211,241029_mACmChPOLR2A_ActivePolII,M19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,645,327.980494335437,536.6370394685799,138.38788604163034,292.09443214492615,0.6306373300094034,0.5040904990946165
212,241029_mACmChPOLR2A_ActivePolII,M20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1058,328.8840767326861,351.1195156018738,139.2914684388794,106.57690827821997,0.6347549793697904,0.18392821284341723
213,241029_mACmChPOLR2A_ActivePolII,M21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,780,331.7079777103235,444.14062159071534,142.11536941651684,199.59801426706153,0.647623572305826,0.3444621038865125
61,241111_mACmChPOLR2A_ActivePolII,F04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1522,332.12372730845414,492.9300739201751,115.2544392440374,223.03971734635184,0.5378121655185495,0.4115016666906261
62,241111_mACmChPOLR2A_ActivePolII,F05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,956,339.31499958297536,370.45670742146234,122.44571151855862,100.56635084763906,0.5713688227732404,0.18554193611416275
63,241111_mACmChPOLR2A_ActivePolII,F06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1221,336.5028977447605,504.3750732895719,119.63360968034377,234.48471671574862,0.5582467027994775,0.4326173512503697
64,241111_mACmChPOLR2A_ActivePolII,F07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,1279,333.59849377848104,366.6185159095089,116.7292057140643,96.72815933568563,0.5446938731046662,0.17846058655437108
65,241111_mACmChPOLR2A_ActivePolII,F08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,879,339.79635928031945,468.4745802676639,122.92707121590271,198.5842236938406,0.5736149930979585,0.36638200586302955
66,241111_mACmChPOLR2A_ActivePolII,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1029,341.0431021743095,366.41057728094165,124.17381410989279,96.52022070711837,0.5794326735279672,0.17807694594881956
67,241111_mACmChPOLR2A_ActivePolII,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,1085,336.9958972314816,499.90228808844074,120.12660916706486,230.01193151461746,0.5605471879113056,0.4243651951460088
68,241111_mACmChPOLR2A_ActivePolII,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1572,351.6707976237694,381.0593580045553,134.80150955935264,111.16900143073201,0.6290247234449629,0.20510351213385392
71,241111_mACmChPOLR2A_ActivePolII,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1367,341.2348595171715,511.07430715510856,124.36557145275478,241.18395058128527,0.5803274714420009,0.4449772391394749
72,241111_mACmChPOLR2A_ActivePolII,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1298,358.1457517721815,395.12919802052846,141.27646370776475,125.23884144670518,0.6592388230929379,0.23106194987547224
73,241111_mACmChPOLR2A_ActivePolII,F16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1494,353.08828924015904,520.7887699310935,136.2190011757423,250.89841335727021,0.6356391691948635,0.46290013498458676
74,241111_mACmChPOLR2A_ActivePolII,F17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1227,342.23771312220845,381.96830419773516,125.36842505779171,112.07794762391188,0.5850070904880057,0.20678049091537198
75,241111_mACmChPOLR2A_ActivePolII,F18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1060,345.9303500616551,507.35084520232846,129.06106199723834,237.46048862850517,0.6022380542747678,0.4381075622153026
76,241111_mACmChPOLR2A_ActivePolII,F19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,713,351.43649693139645,391.6049409045952,134.5672088669797,121.71458433077191,0.6279314053604353,0.22455979997003273
77,241111_mACmChPOLR2A_ActivePolII,F20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,829,348.0654166771991,506.26769153262273,131.19612861278236,236.37733495879945,0.6122009225821723,0.4361091758038196
78,241111_mACmChPOLR2A_ActivePolII,F21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,685,350.8149903359717,375.83210465173846,133.94570227155495,105.94174807791518,0.6250312671083919,0.19545938465516802
81,241111_mACmChPOLR2A_ActivePolII,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1115,336.5784346860185,454.45168628769056,119.70914662160177,184.56132971386728,0.558599181074684,0.3405101821661576
82,241111_mACmChPOLR2A_ActivePolII,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1193,344.0418342090053,313.1056729373275,127.17254614458855,43.2153163635042,0.5934256665958938,0.0797309776111745
83,241111_mACmChPOLR2A_ActivePolII,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1198,332.9459378423394,488.6859757251334,116.07664977792265,218.79561915131012,0.5416488492128296,0.40367143133327793
84,241111_mACmChPOLR2A_ActivePolII,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1386,344.5757965290296,324.2685840059612,127.70650846461288,54.37822743213792,0.5959172967102839,0.10032621761826621
